combination_zip,duplicate_ids
"(4443, 'DIN', 104906)",[16630]
"(4443, 'DIN', 146674)",[16630]
"(4443, 'DIN', 180874)",[16630]
"(4443, 'DIN', 221223)",[16630]
"(4443, 'DIN', 224201)",[16630]
"(4443, 'DIN', 270753)",[16630]
"(4443, 'DIN', 335777)",[16630]
"(4443, 'DIN', 458780)",[16630]
"(4443, 'DIN', 550441)",[16630]
"(4443, 'DIN', 647852)",[16630]
"(4443, 'DIN', 1258305)",[16630]
"(4443, 'DIN', 1816300)",[16630]
"(4443, 'DIN', 1816301)",[16630]
"(4443, 'DIN', 1822996)",[16630]
"(4443, 'DIN', 2515773)",[16630]
"(4443, 'DIN', 3459673)",[16630]
"(4443, 'DIN', 3459674)",[16630]
"(4443, 'DIN', 3759243)",[16630]
"(4443, 'DIN2', 800)",[16630]
"(4443, 'DIN2', 1796)",[16630]
"(4443, 'DIN2', 3751)",[16630]
"(4443, 'DIN2', 36031)",[16630]
"(4443, 'DIN2', 42177)",[16630]
"(4443, 'DIN2', 68062)",[16630]
"(4443, 'DIN2', 69061)",[16630]
"(4443, 'DIN2', 69655)",[16630]
"(4443, 'DIN2', 69657)",[16630]
"(4443, 'DIN2', 104906)",[16630]
"(4443, 'DIN2', 146674)",[16630]
"(4443, 'DIN2', 180874)",[16630]
"(4443, 'DIN2', 221223)",[16630]
"(4443, 'DIN2', 224201)",[16630]
"(4443, 'DIN2', 270753)",[16630]
"(4443, 'DIN2', 335777)",[16630]
"(4443, 'DIN2', 458780)",[16630]
"(4443, 'DIN2', 550441)",[16630]
"(4443, 'DIN2', 647852)",[16630]
"(4443, 'DIN2', 1258305)",[16630]
"(4443, 'DIN2', 1816300)",[16630]
"(4443, 'DIN2', 1816301)",[16630]
"(4443, 'DIN2', 1822996)",[16630]
"(4443, 'DIN2', 2515773)",[16630]
"(4443, 'DIN2', 3459673)",[16630]
"(4443, 'DIN2', 3459674)",[16630]
"(4443, 'DIN2', 3759243)",[16630]
"(4443, 'DNG', 800)",[16630]
"(4443, 'DNG', 1796)",[16630]
"(4443, 'DNG', 3751)",[16630]
"(4443, 'DNG', 36031)",[16630]
"(4443, 'DNG', 42177)",[16630]
"(4443, 'DNG', 68062)",[16630]
"(4443, 'DNG', 69061)",[16630]
"(4443, 'DNG', 69655)",[16630]
"(4443, 'DNG', 69657)",[16630]
"(4443, 'DNG', 104906)",[16630]
"(4443, 'DNG', 146674)",[16630]
"(4443, 'DNG', 180874)",[16630]
"(4443, 'DNG', 221223)",[16630]
"(4443, 'DNG', 224201)",[16630]
"(4443, 'DNG', 270753)",[16630]
"(4443, 'DNG', 335777)",[16630]
"(4443, 'DNG', 458780)",[16630]
"(4443, 'DNG', 550441)",[16630]
"(4443, 'DNG', 647852)",[16630]
"(4443, 'DNG', 1258305)",[16630]
"(4443, 'DNG', 1816300)",[16630]
"(4443, 'DNG', 1816301)",[16630]
"(4443, 'DNG', 1822996)",[16630]
"(4443, 'DNG', 2515773)",[16630]
"(4443, 'DNG', 3459673)",[16630]
"(4443, 'DNG', 3459674)",[16630]
"(4443, 'DNG', 3759243)",[16630]
"(4455, 'BCONG', 800)",[16630]
"(4455, 'BCONG', 1796)",[16630]
"(4455, 'BCONG', 3751)",[16630]
"(4455, 'BCONG', 36031)",[16630]
"(4455, 'BCONG', 42177)",[16630]
"(4455, 'BCONG', 68062)",[16630]
"(4455, 'BCONG', 69061)",[16630]
"(4455, 'BCONG', 69655)",[16630]
"(4455, 'BCONG', 69657)",[16630]
"(4455, 'BCONG', 104906)",[16630]
"(4455, 'BCONG', 146674)",[16630]
"(4455, 'BCONG', 180874)",[16630]
"(4455, 'BCONG', 221223)",[16630]
"(4455, 'BCONG', 224201)",[16630]
"(4455, 'BCONG', 270753)",[16630]
"(4455, 'BCONG', 335777)",[16630]
"(4455, 'BCONG', 458780)",[16630]
"(4455, 'BCONG', 550441)",[16630]
"(4455, 'BCONG', 647852)",[16630]
"(4455, 'BCONG', 1258305)",[16630]
"(4455, 'BCONG', 1816300)",[16630]
"(4455, 'BCONG', 1816301)",[16630]
"(4455, 'BCONG', 1822996)",[16630]
"(4455, 'BCONG', 2515773)",[16630]
"(4455, 'BCONG', 3459673)",[16630]
"(4455, 'BCONG', 3459674)",[16630]
"(4455, 'BCONG', 3759243)",[16630]
"(4455, 'DIN', 800)",[16630]
"(4455, 'DIN', 1796)",[16630]
"(4455, 'DIN', 3751)",[16630]
"(4455, 'DIN', 36031)",[16630]
"(4455, 'DIN', 42177)",[16630]
"(4455, 'DIN', 68062)",[16630]
"(4455, 'DIN', 69061)",[16630]
"(4455, 'DIN', 69655)",[16630]
"(4455, 'DIN', 69657)",[16630]
"(4455, 'DIN', 104906)",[16630]
"(4455, 'DIN', 146674)",[16630]
"(4455, 'DIN', 180874)",[16630]
"(4455, 'DIN', 221223)",[16630]
"(4455, 'DIN', 224201)",[16630]
"(4455, 'DIN', 270753)",[16630]
"(4455, 'DIN', 335777)",[16630]
"(4455, 'DIN', 458780)",[16630]
"(4455, 'DIN', 550441)",[16630]
"(4455, 'DIN', 647852)",[16630]
"(4455, 'DIN', 1258305)",[16630]
"(4455, 'DIN', 1816300)",[16630]
"(4455, 'DIN', 1816301)",[16630]
"(4455, 'DIN', 1822996)",[16630]
"(4455, 'DIN', 2515773)",[16630]
"(4455, 'DIN', 3459673)",[16630]
"(4455, 'DIN', 3459674)",[16630]
"(4455, 'DIN', 3759243)",[16630]
"(4455, 'DIN2', 800)",[16630]
"(4455, 'DIN2', 1796)",[16630]
"(4455, 'DIN2', 3751)",[16630]
"(4455, 'DIN2', 36031)",[16630]
"(4455, 'DIN2', 42177)",[16630]
"(4455, 'DIN2', 68062)",[16630]
"(4455, 'DIN2', 69061)",[16630]
"(4455, 'DIN2', 69655)",[16630]
"(4455, 'DIN2', 69657)",[16630]
"(4455, 'DIN2', 104906)",[16630]
"(4455, 'DIN2', 146674)",[16630]
"(4455, 'DIN2', 180874)",[16630]
"(4455, 'DIN2', 221223)",[16630]
"(4455, 'DIN2', 224201)",[16630]
"(4455, 'DIN2', 270753)",[16630]
"(4455, 'DIN2', 335777)",[16630]
"(4455, 'DIN2', 458780)",[16630]
"(4455, 'DIN2', 550441)",[16630]
"(4455, 'DIN2', 647852)",[16630]
"(4455, 'DIN2', 1258305)",[16630]
"(4455, 'DIN2', 1816300)",[16630]
"(4455, 'DIN2', 1816301)",[16630]
"(4455, 'DIN2', 1822996)",[16630]
"(4455, 'DIN2', 2515773)",[16630]
"(4455, 'DIN2', 3459673)",[16630]
"(4455, 'DIN2', 3459674)",[16630]
"(4455, 'DIN2', 3759243)",[16630]
"(4455, 'DNG', 800)",[16630]
"(4455, 'DNG', 1796)",[16630]
"(4455, 'DNG', 3751)",[16630]
"(4455, 'DNG', 36031)",[16630]
"(4455, 'DNG', 42177)",[16630]
"(4455, 'DNG', 68062)",[16630]
"(4455, 'DNG', 69061)",[16630]
"(4455, 'DNG', 69655)",[16630]
"(4455, 'DNG', 69657)",[16630]
"(4455, 'DNG', 104906)",[16630]
"(4455, 'DNG', 146674)",[16630]
"(4455, 'DNG', 180874)",[16630]
"(4455, 'DNG', 221223)",[16630]
"(4455, 'DNG', 224201)",[16630]
"(4455, 'DNG', 270753)",[16630]
"(4455, 'DNG', 335777)",[16630]
"(4455, 'DNG', 458780)",[16630]
"(4455, 'DNG', 550441)",[16630]
"(4455, 'DNG', 647852)",[16630]
"(4455, 'DNG', 1258305)",[16630]
"(4455, 'DNG', 1816300)",[16630]
"(4455, 'DNG', 1816301)",[16630]
"(4455, 'DNG', 1822996)",[16630]
"(4455, 'DNG', 2515773)",[16630]
"(4455, 'DNG', 3459673)",[16630]
"(4455, 'DNG', 3459674)",[16630]
"(4455, 'DNG', 3759243)",[16630]
"(4800, 'BCONG', 800)",[16630]
"(4800, 'BCONG', 1796)",[16630]
"(4800, 'BCONG', 3751)",[16630]
"(4800, 'BCONG', 36031)",[16630]
"(4800, 'BCONG', 42177)",[16630]
"(4800, 'BCONG', 68062)",[16630]
"(4800, 'BCONG', 69061)",[16630]
"(4800, 'BCONG', 69655)",[16630]
"(4800, 'BCONG', 69657)",[16630]
"(4800, 'BCONG', 104906)",[16630]
"(4800, 'BCONG', 146674)",[16630]
"(4800, 'BCONG', 180874)",[16630]
"(4800, 'BCONG', 221223)",[16630]
"(4800, 'BCONG', 224201)",[16630]
"(4800, 'BCONG', 270753)",[16630]
"(4800, 'BCONG', 335777)",[16630]
"(4800, 'BCONG', 458780)",[16630]
"(4800, 'BCONG', 550441)",[16630]
"(4800, 'BCONG', 647852)",[16630]
"(4800, 'BCONG', 1258305)",[16630]
"(4800, 'BCONG', 1816300)",[16630]
"(4800, 'BCONG', 1816301)",[16630]
"(4800, 'BCONG', 1822996)",[16630]
"(4800, 'BCONG', 2515773)",[16630]
"(4800, 'BCONG', 3459673)",[16630]
"(4800, 'BCONG', 3459674)",[16630]
"(4800, 'BCONG', 3759243)",[16630]
"(4800, 'DIN', 800)",[16630]
"(4800, 'DIN', 1796)",[16630]
"(4800, 'DIN', 3751)",[16630]
"(4800, 'DIN', 36031)",[16630]
"(4800, 'DIN', 42177)",[16630]
"(4800, 'DIN', 68062)",[16630]
"(4800, 'DIN', 69061)",[16630]
"(4800, 'DIN', 69655)",[16630]
"(4800, 'DIN', 69657)",[16630]
"(4800, 'DIN', 104906)",[16630]
"(4800, 'DIN', 146674)",[16630]
"(4800, 'DIN', 180874)",[16630]
"(4800, 'DIN', 221223)",[16630]
"(4800, 'DIN', 224201)",[16630]
"(4800, 'DIN', 270753)",[16630]
"(4800, 'DIN', 335777)",[16630]
"(4800, 'DIN', 458780)",[16630]
"(4800, 'DIN', 550441)",[16630]
"(4800, 'DIN', 647852)",[16630]
"(4800, 'DIN', 1258305)",[16630]
"(4800, 'DIN', 1816300)",[16630]
"(4800, 'DIN', 1816301)",[16630]
"(4800, 'DIN', 1822996)",[16630]
"(4800, 'DIN', 2515773)",[16630]
"(4800, 'DIN', 3459673)",[16630]
"(4800, 'DIN', 3459674)",[16630]
"(4800, 'DIN', 3759243)",[16630]
"(4800, 'DIN2', 800)",[16630]
"(4800, 'DIN2', 1796)",[16630]
"(4800, 'DIN2', 3751)",[16630]
"(4800, 'DIN2', 36031)",[16630]
"(4800, 'DIN2', 42177)",[16630]
"(4800, 'DIN2', 68062)",[16630]
"(4800, 'DIN2', 69061)",[16630]
"(4800, 'DIN2', 69655)",[16630]
"(4800, 'DIN2', 69657)",[16630]
"(4800, 'DIN2', 104906)",[16630]
"(4800, 'DIN2', 146674)",[16630]
"(4800, 'DIN2', 180874)",[16630]
"(4800, 'DIN2', 221223)",[16630]
"(4800, 'DIN2', 224201)",[16630]
"(4800, 'DIN2', 270753)",[16630]
"(4800, 'DIN2', 335777)",[16630]
"(4800, 'DIN2', 458780)",[16630]
"(4800, 'DIN2', 550441)",[16630]
"(4800, 'DIN2', 647852)",[16630]
"(4800, 'DIN2', 1258305)",[16630]
"(4800, 'DIN2', 1816300)",[16630]
"(4800, 'DIN2', 1816301)",[16630]
"(4800, 'DIN2', 1822996)",[16630]
"(4800, 'DIN2', 2515773)",[16630]
"(4800, 'DIN2', 3459673)",[16630]
"(4800, 'DIN2', 3459674)",[16630]
"(4800, 'DIN2', 3759243)",[16630]
"(4800, 'DNG', 800)",[16630]
"(4800, 'DNG', 1796)",[16630]
"(4800, 'DNG', 3751)",[16630]
"(4800, 'DNG', 36031)",[16630]
"(4800, 'DNG', 42177)",[16630]
"(4800, 'DNG', 68062)",[16630]
"(4800, 'DNG', 69061)",[16630]
"(4800, 'DNG', 69655)",[16630]
"(4800, 'DNG', 69657)",[16630]
"(4800, 'DNG', 104906)",[16630]
"(4800, 'DNG', 146674)",[16630]
"(4800, 'DNG', 180874)",[16630]
"(4800, 'DNG', 221223)",[16630]
"(4800, 'DNG', 224201)",[16630]
"(4800, 'DNG', 270753)",[16630]
"(4800, 'DNG', 335777)",[16630]
"(4800, 'DNG', 458780)",[16630]
"(4800, 'DNG', 550441)",[16630]
"(4800, 'DNG', 647852)",[16630]
"(4800, 'DNG', 1258305)",[16630]
"(4800, 'DNG', 1816300)",[16630]
"(4800, 'DNG', 1816301)",[16630]
"(4800, 'DNG', 1822996)",[16630]
"(4800, 'DNG', 2515773)",[16630]
"(4800, 'DNG', 3459673)",[16630]
"(4800, 'DNG', 3459674)",[16630]
"(4800, 'DNG', 3759243)",[16630]
"(4841, 'BCONG', 800)",[16630]
"(4841, 'BCONG', 1796)",[16630]
"(4841, 'BCONG', 3751)",[16630]
"(4841, 'BCONG', 36031)",[16630]
"(4841, 'BCONG', 42177)",[16630]
"(4841, 'BCONG', 68062)",[16630]
"(4841, 'BCONG', 69061)",[16630]
"(4841, 'BCONG', 69655)",[16630]
"(4841, 'BCONG', 69657)",[16630]
"(4841, 'BCONG', 104906)",[16630]
"(4841, 'BCONG', 146674)",[16630]
"(4841, 'BCONG', 180874)",[16630]
"(4841, 'BCONG', 221223)",[16630]
"(4841, 'BCONG', 224201)",[16630]
"(4841, 'BCONG', 270753)",[16630]
"(4841, 'BCONG', 335777)",[16630]
"(4841, 'BCONG', 458780)",[16630]
"(4841, 'BCONG', 550441)",[16630]
"(4841, 'BCONG', 647852)",[16630]
"(4841, 'BCONG', 1258305)",[16630]
"(4841, 'BCONG', 1816300)",[16630]
"(4841, 'BCONG', 1816301)",[16630]
"(4841, 'BCONG', 1822996)",[16630]
"(4841, 'BCONG', 2515773)",[16630]
"(4841, 'BCONG', 3459673)",[16630]
"(4841, 'BCONG', 3459674)",[16630]
"(4841, 'BCONG', 3759243)",[16630]
"(4841, 'DIN', 800)",[16630]
"(4841, 'DIN', 1796)",[16630]
"(4841, 'DIN', 3751)",[16630]
"(4841, 'DIN', 36031)",[16630]
"(4841, 'DIN', 42177)",[16630]
"(4841, 'DIN', 68062)",[16630]
"(4841, 'DIN', 69061)",[16630]
"(4841, 'DIN', 69655)",[16630]
"(4841, 'DIN', 69657)",[16630]
"(4841, 'DIN', 104906)",[16630]
"(4841, 'DIN', 146674)",[16630]
"(4841, 'DIN', 180874)",[16630]
"(4841, 'DIN', 221223)",[16630]
"(4841, 'DIN', 224201)",[16630]
"(4841, 'DIN', 270753)",[16630]
"(4841, 'DIN', 335777)",[16630]
"(4841, 'DIN', 458780)",[16630]
"(4841, 'DIN', 550441)",[16630]
"(4841, 'DIN', 647852)",[16630]
"(4841, 'DIN', 1258305)",[16630]
"(4841, 'DIN', 1816300)",[16630]
"(4841, 'DIN', 1816301)",[16630]
"(4841, 'DIN', 1822996)",[16630]
"(4841, 'DIN', 2515773)",[16630]
"(4841, 'DIN', 3459673)",[16630]
"(4841, 'DIN', 3459674)",[16630]
"(4841, 'DIN', 3759243)",[16630]
"(4841, 'DIN2', 800)",[16630]
"(4841, 'DIN2', 1796)",[16630]
"(4841, 'DIN2', 3751)",[16630]
"(4841, 'DIN2', 36031)",[16630]
"(4841, 'DIN2', 42177)",[16630]
"(4841, 'DIN2', 68062)",[16630]
"(4841, 'DIN2', 69061)",[16630]
"(4841, 'DIN2', 69655)",[16630]
"(4841, 'DIN2', 69657)",[16630]
"(4841, 'DIN2', 104906)",[16630]
"(4841, 'DIN2', 146674)",[16630]
"(4841, 'DIN2', 180874)",[16630]
"(4841, 'DIN2', 221223)",[16630]
"(4841, 'DIN2', 224201)",[16630]
"(4841, 'DIN2', 270753)",[16630]
"(4841, 'DIN2', 335777)",[16630]
"(4841, 'DIN2', 458780)",[16630]
"(4841, 'DIN2', 550441)",[16630]
"(4841, 'DIN2', 647852)",[16630]
"(4841, 'DIN2', 1258305)",[16630]
"(4841, 'DIN2', 1816300)",[16630]
"(4841, 'DIN2', 1816301)",[16630]
"(4841, 'DIN2', 1822996)",[16630]
"(4841, 'DIN2', 2515773)",[16630]
"(4841, 'DIN2', 3459673)",[16630]
"(4841, 'DIN2', 3459674)",[16630]
"(4841, 'DIN2', 3759243)",[16630]
"(4841, 'DNG', 800)",[16630]
"(4841, 'DNG', 1796)",[16630]
"(4841, 'DNG', 3751)",[16630]
"(4841, 'DNG', 36031)",[16630]
"(4841, 'DNG', 42177)",[16630]
"(4841, 'DNG', 68062)",[16630]
"(4841, 'DNG', 69061)",[16630]
"(4841, 'DNG', 69655)",[16630]
"(4841, 'DNG', 69657)",[16630]
"(4841, 'DNG', 104906)",[16630]
"(4841, 'DNG', 146674)",[16630]
"(4841, 'DNG', 180874)",[16630]
"(4841, 'DNG', 221223)",[16630]
"(4841, 'DNG', 224201)",[16630]
"(4841, 'DNG', 270753)",[16630]
"(4841, 'DNG', 335777)",[16630]
"(4841, 'DNG', 458780)",[16630]
"(4841, 'DNG', 550441)",[16630]
"(4841, 'DNG', 647852)",[16630]
"(4841, 'DNG', 1258305)",[16630]
"(4841, 'DNG', 1816300)",[16630]
"(4841, 'DNG', 1816301)",[16630]
"(4841, 'DNG', 1822996)",[16630]
"(4841, 'DNG', 2515773)",[16630]
"(4841, 'DNG', 3459673)",[16630]
"(4841, 'DNG', 3459674)",[16630]
"(4841, 'DNG', 3759243)",[16630]
"(4842, 'BCONG', 800)",[16630]
"(4842, 'BCONG', 1796)",[16630]
"(4842, 'BCONG', 3751)",[16630]
"(4842, 'BCONG', 36031)",[16630]
"(4842, 'BCONG', 42177)",[16630]
"(4842, 'BCONG', 68062)",[16630]
"(4842, 'BCONG', 69061)",[16630]
"(4842, 'BCONG', 69655)",[16630]
"(4842, 'BCONG', 69657)",[16630]
"(4842, 'BCONG', 104906)",[16630]
"(4842, 'BCONG', 146674)",[16630]
"(4842, 'BCONG', 180874)",[16630]
"(4842, 'BCONG', 221223)",[16630]
"(4842, 'BCONG', 224201)",[16630]
"(4842, 'BCONG', 270753)",[16630]
"(4842, 'BCONG', 335777)",[16630]
"(4842, 'BCONG', 458780)",[16630]
"(4842, 'BCONG', 550441)",[16630]
"(4842, 'BCONG', 647852)",[16630]
"(4842, 'BCONG', 1258305)",[16630]
"(4842, 'BCONG', 1816300)",[16630]
"(4842, 'BCONG', 1816301)",[16630]
"(4842, 'BCONG', 1822996)",[16630]
"(4842, 'BCONG', 2515773)",[16630]
"(4842, 'BCONG', 3459673)",[16630]
"(4842, 'BCONG', 3459674)",[16630]
"(4842, 'BCONG', 3759243)",[16630]
"(4842, 'DIN', 800)",[16630]
"(4842, 'DIN', 1796)",[16630]
"(4842, 'DIN', 3751)",[16630]
"(4842, 'DIN', 36031)",[16630]
"(4842, 'DIN', 42177)",[16630]
"(4842, 'DIN', 68062)",[16630]
"(4842, 'DIN', 69061)",[16630]
"(4842, 'DIN', 69655)",[16630]
"(4842, 'DIN', 69657)",[16630]
"(4842, 'DIN', 104906)",[16630]
"(4842, 'DIN', 146674)",[16630]
"(4842, 'DIN', 180874)",[16630]
"(4842, 'DIN', 221223)",[16630]
"(4842, 'DIN', 224201)",[16630]
"(4842, 'DIN', 270753)",[16630]
"(4842, 'DIN', 335777)",[16630]
"(4842, 'DIN', 458780)",[16630]
"(4842, 'DIN', 550441)",[16630]
"(4842, 'DIN', 647852)",[16630]
"(4842, 'DIN', 1258305)",[16630]
"(4842, 'DIN', 1816300)",[16630]
"(4842, 'DIN', 1816301)",[16630]
"(4842, 'DIN', 1822996)",[16630]
"(4842, 'DIN', 2515773)",[16630]
"(4842, 'DIN', 3459673)",[16630]
"(4842, 'DIN', 3459674)",[16630]
"(4842, 'DIN', 3759243)",[16630]
"(4842, 'DIN2', 800)",[16630]
"(4842, 'DIN2', 1796)",[16630]
"(4842, 'DIN2', 3751)",[16630]
"(4842, 'DIN2', 36031)",[16630]
"(4842, 'DIN2', 42177)",[16630]
"(4842, 'DIN2', 68062)",[16630]
"(4842, 'DIN2', 69061)",[16630]
"(4842, 'DIN2', 69655)",[16630]
"(4842, 'DIN2', 69657)",[16630]
"(4842, 'DIN2', 104906)",[16630]
"(4842, 'DIN2', 146674)",[16630]
"(4842, 'DIN2', 180874)",[16630]
"(4842, 'DIN2', 221223)",[16630]
"(4842, 'DIN2', 224201)",[16630]
"(4842, 'DIN2', 270753)",[16630]
"(4842, 'DIN2', 335777)",[16630]
"(4842, 'DIN2', 458780)",[16630]
"(4842, 'DIN2', 550441)",[16630]
"(4842, 'DIN2', 647852)",[16630]
"(4842, 'DIN2', 1258305)",[16630]
"(4842, 'DIN2', 1816300)",[16630]
"(4842, 'DIN2', 1816301)",[16630]
"(4842, 'DIN2', 1822996)",[16630]
"(4842, 'DIN2', 2515773)",[16630]
"(4842, 'DIN2', 3459673)",[16630]
"(4842, 'DIN2', 3459674)",[16630]
"(4842, 'DIN2', 3759243)",[16630]
"(4842, 'DNG', 800)",[16630]
"(4842, 'DNG', 1796)",[16630]
"(4842, 'DNG', 3751)",[16630]
"(4842, 'DNG', 36031)",[16630]
"(4842, 'DNG', 42177)",[16630]
"(4842, 'DNG', 68062)",[16630]
"(4842, 'DNG', 69061)",[16630]
"(4842, 'DNG', 69655)",[16630]
"(4842, 'DNG', 69657)",[16630]
"(4842, 'DNG', 104906)",[16630]
"(4842, 'DNG', 146674)",[16630]
"(4842, 'DNG', 180874)",[16630]
"(4842, 'DNG', 221223)",[16630]
"(4842, 'DNG', 224201)",[16630]
"(4842, 'DNG', 270753)",[16630]
"(4842, 'DNG', 335777)",[16630]
"(4842, 'DNG', 458780)",[16630]
"(4842, 'DNG', 550441)",[16630]
"(4842, 'DNG', 647852)",[16630]
"(4842, 'DNG', 1258305)",[16630]
"(4842, 'DNG', 1816300)",[16630]
"(4842, 'DNG', 1816301)",[16630]
"(4842, 'DNG', 1822996)",[16630]
"(4842, 'DNG', 2515773)",[16630]
"(4842, 'DNG', 3459673)",[16630]
"(4842, 'DNG', 3459674)",[16630]
"(4842, 'DNG', 3759243)",[16630]
"(4843, 'BCONG', 800)",[16630]
"(4843, 'BCONG', 1796)",[16630]
"(4843, 'BCONG', 3751)",[16630]
"(4843, 'BCONG', 36031)",[16630]
"(4843, 'BCONG', 42177)",[16630]
"(4843, 'BCONG', 68062)",[16630]
"(4843, 'BCONG', 69061)",[16630]
"(4843, 'BCONG', 69655)",[16630]
"(4843, 'BCONG', 69657)",[16630]
"(4843, 'BCONG', 104906)",[16630]
"(4843, 'BCONG', 146674)",[16630]
"(4843, 'BCONG', 180874)",[16630]
"(4843, 'BCONG', 221223)",[16630]
"(4843, 'BCONG', 224201)",[16630]
"(4843, 'BCONG', 270753)",[16630]
"(4843, 'BCONG', 335777)",[16630]
"(4843, 'BCONG', 458780)",[16630]
"(4843, 'BCONG', 550441)",[16630]
"(4843, 'BCONG', 647852)",[16630]
"(4843, 'BCONG', 1258305)",[16630]
"(4843, 'BCONG', 1816300)",[16630]
"(4843, 'BCONG', 1816301)",[16630]
"(4843, 'BCONG', 1822996)",[16630]
"(4843, 'BCONG', 2515773)",[16630]
"(4843, 'BCONG', 3459673)",[16630]
"(4843, 'BCONG', 3459674)",[16630]
"(4843, 'BCONG', 3759243)",[16630]
"(4843, 'DIN', 800)",[16630]
"(4843, 'DIN', 1796)",[16630]
"(4843, 'DIN', 3751)",[16630]
"(4843, 'DIN', 36031)",[16630]
"(4843, 'DIN', 42177)",[16630]
"(4843, 'DIN', 68062)",[16630]
"(4843, 'DIN', 69061)",[16630]
"(4843, 'DIN', 69655)",[16630]
"(4843, 'DIN', 69657)",[16630]
"(4843, 'DIN', 104906)",[16630]
"(4843, 'DIN', 146674)",[16630]
"(4843, 'DIN', 180874)",[16630]
"(4843, 'DIN', 221223)",[16630]
"(4843, 'DIN', 224201)",[16630]
"(4843, 'DIN', 270753)",[16630]
"(4843, 'DIN', 335777)",[16630]
"(4843, 'DIN', 458780)",[16630]
"(4843, 'DIN', 550441)",[16630]
"(4843, 'DIN', 647852)",[16630]
"(4843, 'DIN', 1258305)",[16630]
"(4843, 'DIN', 1816300)",[16630]
"(4843, 'DIN', 1816301)",[16630]
"(4843, 'DIN', 1822996)",[16630]
"(4843, 'DIN', 2515773)",[16630]
"(4843, 'DIN', 3459673)",[16630]
"(4843, 'DIN', 3459674)",[16630]
"(4843, 'DIN', 3759243)",[16630]
"(4843, 'DIN2', 800)",[16630]
"(4843, 'DIN2', 1796)",[16630]
"(4843, 'DIN2', 3751)",[16630]
"(4843, 'DIN2', 36031)",[16630]
"(4843, 'DIN2', 42177)",[16630]
"(4843, 'DIN2', 68062)",[16630]
"(4843, 'DIN2', 69061)",[16630]
"(4843, 'DIN2', 69655)",[16630]
"(4843, 'DIN2', 69657)",[16630]
"(4843, 'DIN2', 104906)",[16630]
"(4843, 'DIN2', 146674)",[16630]
"(4843, 'DIN2', 180874)",[16630]
"(4843, 'DIN2', 221223)",[16630]
"(4843, 'DIN2', 224201)",[16630]
"(4843, 'DIN2', 270753)",[16630]
"(4843, 'DIN2', 335777)",[16630]
"(4843, 'DIN2', 458780)",[16630]
"(4843, 'DIN2', 550441)",[16630]
"(4843, 'DIN2', 647852)",[16630]
"(4843, 'DIN2', 1258305)",[16630]
"(4843, 'DIN2', 1816300)",[16630]
"(4843, 'DIN2', 1816301)",[16630]
"(4843, 'DIN2', 1822996)",[16630]
"(4843, 'DIN2', 2515773)",[16630]
"(4843, 'DIN2', 3459673)",[16630]
"(4843, 'DIN2', 3459674)",[16630]
"(4843, 'DIN2', 3759243)",[16630]
"(4843, 'DNG', 800)",[16630]
"(4843, 'DNG', 1796)",[16630]
"(4843, 'DNG', 3751)",[16630]
"(4843, 'DNG', 36031)",[16630]
"(4843, 'DNG', 42177)",[16630]
"(4843, 'DNG', 68062)",[16630]
"(4843, 'DNG', 69061)",[16630]
"(4843, 'DNG', 69655)",[16630]
"(4843, 'DNG', 69657)",[16630]
"(4843, 'DNG', 104906)",[16630]
"(4843, 'DNG', 146674)",[16630]
"(4843, 'DNG', 180874)",[16630]
"(4843, 'DNG', 221223)",[16630]
"(4843, 'DNG', 224201)",[16630]
"(4843, 'DNG', 270753)",[16630]
"(4843, 'DNG', 335777)",[16630]
"(4843, 'DNG', 458780)",[16630]
"(4843, 'DNG', 550441)",[16630]
"(4843, 'DNG', 647852)",[16630]
"(4843, 'DNG', 1258305)",[16630]
"(4843, 'DNG', 1816300)",[16630]
"(4843, 'DNG', 1816301)",[16630]
"(4843, 'DNG', 1822996)",[16630]
"(4843, 'DNG', 2515773)",[16630]
"(4843, 'DNG', 3459673)",[16630]
"(4843, 'DNG', 3459674)",[16630]
"(4843, 'DNG', 3759243)",[16630]
"(4844, 'BCONG', 800)",[16630]
"(4844, 'BCONG', 1796)",[16630]
"(4844, 'BCONG', 3751)",[16630]
"(4844, 'BCONG', 36031)",[16630]
"(4844, 'BCONG', 42177)",[16630]
"(4844, 'BCONG', 68062)",[16630]
"(4844, 'BCONG', 69061)",[16630]
"(4844, 'BCONG', 69655)",[16630]
"(4844, 'BCONG', 69657)",[16630]
"(4844, 'BCONG', 104906)",[16630]
"(4844, 'BCONG', 146674)",[16630]
"(4844, 'BCONG', 180874)",[16630]
"(4844, 'BCONG', 221223)",[16630]
"(4844, 'BCONG', 224201)",[16630]
"(4844, 'BCONG', 270753)",[16630]
"(4844, 'BCONG', 335777)",[16630]
"(4844, 'BCONG', 458780)",[16630]
"(4844, 'BCONG', 550441)",[16630]
"(4844, 'BCONG', 647852)",[16630]
"(4844, 'BCONG', 1258305)",[16630]
"(4844, 'BCONG', 1816300)",[16630]
"(4844, 'BCONG', 1816301)",[16630]
"(4844, 'BCONG', 1822996)",[16630]
"(4844, 'BCONG', 2515773)",[16630]
"(4844, 'BCONG', 3459673)",[16630]
"(4844, 'BCONG', 3459674)",[16630]
"(4844, 'BCONG', 3759243)",[16630]
"(4844, 'DIN', 800)",[16630]
"(4844, 'DIN', 1796)",[16630]
"(4844, 'DIN', 3751)",[16630]
