combination_zip,duplicate_ids
"(11653, 'BCONG', 550441)",[16630]
"(11653, 'BCONG', 647852)",[16630]
"(11653, 'BCONG', 1258305)",[16630]
"(11653, 'BCONG', 1816300)",[16630]
"(11653, 'BCONG', 1816301)",[16630]
"(11653, 'BCONG', 1822996)",[16630]
"(11653, 'BCONG', 2515773)",[16630]
"(11653, 'BCONG', 3459673)",[16630]
"(11653, 'BCONG', 3459674)",[16630]
"(11653, 'BCONG', 3759243)",[16630]
"(11653, 'DIN', 800)",[16630]
"(11653, 'DIN', 1796)",[16630]
"(11653, 'DIN', 3751)",[16630]
"(11653, 'DIN', 36031)",[16630]
"(11653, 'DIN', 42177)",[16630]
"(11653, 'DIN', 68062)",[16630]
"(11653, 'DIN', 69061)",[16630]
"(11653, 'DIN', 69655)",[16630]
"(11653, 'DIN', 69657)",[16630]
"(11653, 'DIN', 104906)",[16630]
"(11653, 'DIN', 146674)",[16630]
"(11653, 'DIN', 180874)",[16630]
"(11653, 'DIN', 221223)",[16630]
"(11653, 'DIN', 224201)",[16630]
"(11653, 'DIN', 270753)",[16630]
"(11653, 'DIN', 335777)",[16630]
"(11653, 'DIN', 458780)",[16630]
"(11653, 'DIN', 550441)",[16630]
"(11653, 'DIN', 647852)",[16630]
"(11653, 'DIN', 1258305)",[16630]
"(11653, 'DIN', 1816300)",[16630]
"(11653, 'DIN', 1816301)",[16630]
"(11653, 'DIN', 1822996)",[16630]
"(11653, 'DIN', 2515773)",[16630]
"(11653, 'DIN', 3459673)",[16630]
"(11653, 'DIN', 3459674)",[16630]
"(11653, 'DIN', 3759243)",[16630]
"(11653, 'DIN2', 800)",[16630]
"(11653, 'DIN2', 1796)",[16630]
"(11653, 'DIN2', 3751)",[16630]
"(11653, 'DIN2', 36031)",[16630]
"(11653, 'DIN2', 42177)",[16630]
"(11653, 'DIN2', 68062)",[16630]
"(11653, 'DIN2', 69061)",[16630]
"(11653, 'DIN2', 69655)",[16630]
"(11653, 'DIN2', 69657)",[16630]
"(11653, 'DIN2', 104906)",[16630]
"(11653, 'DIN2', 146674)",[16630]
"(11653, 'DIN2', 180874)",[16630]
"(11653, 'DIN2', 221223)",[16630]
"(11653, 'DIN2', 224201)",[16630]
"(11653, 'DIN2', 270753)",[16630]
"(11653, 'DIN2', 335777)",[16630]
"(11653, 'DIN2', 458780)",[16630]
"(11653, 'DIN2', 550441)",[16630]
"(11653, 'DIN2', 647852)",[16630]
"(11653, 'DIN2', 1258305)",[16630]
"(11653, 'DIN2', 1816300)",[16630]
"(11653, 'DIN2', 1816301)",[16630]
"(11653, 'DIN2', 1822996)",[16630]
"(11653, 'DIN2', 2515773)",[16630]
"(11653, 'DIN2', 3459673)",[16630]
"(11653, 'DIN2', 3459674)",[16630]
"(11653, 'DIN2', 3759243)",[16630]
"(11653, 'DNG', 800)",[16630]
"(11653, 'DNG', 1796)",[16630]
"(11653, 'DNG', 3751)",[16630]
"(11653, 'DNG', 36031)",[16630]
"(11653, 'DNG', 42177)",[16630]
"(11653, 'DNG', 68062)",[16630]
"(11653, 'DNG', 69061)",[16630]
"(11653, 'DNG', 69655)",[16630]
"(11653, 'DNG', 69657)",[16630]
"(11653, 'DNG', 104906)",[16630]
"(11653, 'DNG', 146674)",[16630]
"(11653, 'DNG', 180874)",[16630]
"(11653, 'DNG', 221223)",[16630]
"(11653, 'DNG', 224201)",[16630]
"(11653, 'DNG', 270753)",[16630]
"(11653, 'DNG', 335777)",[16630]
"(11653, 'DNG', 458780)",[16630]
"(11653, 'DNG', 550441)",[16630]
"(11653, 'DNG', 647852)",[16630]
"(11653, 'DNG', 1258305)",[16630]
"(11653, 'DNG', 1816300)",[16630]
"(11653, 'DNG', 1816301)",[16630]
"(11653, 'DNG', 1822996)",[16630]
"(11653, 'DNG', 2515773)",[16630]
"(11653, 'DNG', 3459673)",[16630]
"(11653, 'DNG', 3459674)",[16630]
"(11653, 'DNG', 3759243)",[16630]
"(11655, 'BCONG', 800)",[16630]
"(11655, 'BCONG', 1796)",[16630]
"(11655, 'BCONG', 3751)",[16630]
"(11655, 'BCONG', 36031)",[16630]
"(11655, 'BCONG', 42177)",[16630]
"(11655, 'BCONG', 68062)","[16630, 658475]"
"(11655, 'BCONG', 69061)","[16630, 658475]"
"(11655, 'BCONG', 69655)",[16630]
"(11655, 'BCONG', 69657)",[16630]
"(11655, 'BCONG', 104906)",[16630]
"(11655, 'BCONG', 146674)","[16630, 658475]"
"(11655, 'BCONG', 180874)",[16630]
"(11655, 'BCONG', 221223)",[16630]
"(11655, 'BCONG', 224201)",[16630]
"(11655, 'BCONG', 270753)",[16630]
"(11655, 'BCONG', 335777)",[16630]
"(11655, 'BCONG', 458780)",[16630]
"(11655, 'BCONG', 550441)",[16630]
"(11655, 'BCONG', 647852)",[16630]
"(11655, 'BCONG', 1258305)",[16630]
"(11655, 'BCONG', 1816300)",[16630]
"(11655, 'BCONG', 1816301)",[16630]
"(11655, 'BCONG', 1822996)",[16630]
"(11655, 'BCONG', 2515773)",[16630]
"(11655, 'BCONG', 3459673)",[16630]
"(11655, 'BCONG', 3459674)",[16630]
"(11655, 'BCONG', 3759243)",[16630]
"(11655, 'DIN', 800)",[16630]
"(11655, 'DIN', 1796)",[16630]
"(11655, 'DIN', 3751)",[16630]
"(11655, 'DIN', 36031)",[16630]
"(11655, 'DIN', 42177)",[16630]
"(11655, 'DIN', 68062)",[16630]
"(11655, 'DIN', 69061)",[16630]
"(11655, 'DIN', 69655)",[16630]
"(11655, 'DIN', 69657)",[16630]
"(11655, 'DIN', 104906)",[16630]
"(11655, 'DIN', 146674)",[16630]
"(11655, 'DIN', 180874)",[16630]
"(11655, 'DIN', 221223)",[16630]
"(11655, 'DIN', 224201)",[16630]
"(11655, 'DIN', 270753)",[16630]
"(11655, 'DIN', 335777)",[16630]
"(11655, 'DIN', 458780)",[16630]
"(11655, 'DIN', 550441)",[16630]
"(11655, 'DIN', 647852)",[16630]
"(11655, 'DIN', 1258305)",[16630]
"(11655, 'DIN', 1816300)",[16630]
"(11655, 'DIN', 1816301)",[16630]
"(11655, 'DIN', 1822996)",[16630]
"(11655, 'DIN', 2515773)",[16630]
"(11655, 'DIN', 3459673)",[16630]
"(11655, 'DIN', 3459674)",[16630]
"(11655, 'DIN', 3759243)",[16630]
"(11655, 'DIN2', 800)",[16630]
"(11655, 'DIN2', 1796)",[16630]
"(11655, 'DIN2', 3751)",[16630]
"(11655, 'DIN2', 36031)",[16630]
"(11655, 'DIN2', 42177)",[16630]
"(11655, 'DIN2', 68062)",[16630]
"(11655, 'DIN2', 69061)",[16630]
"(11655, 'DIN2', 69655)",[16630]
"(11655, 'DIN2', 69657)",[16630]
"(11655, 'DIN2', 104906)",[16630]
"(11655, 'DIN2', 146674)",[16630]
"(11655, 'DIN2', 180874)",[16630]
"(11655, 'DIN2', 221223)",[16630]
"(11655, 'DIN2', 224201)",[16630]
"(11655, 'DIN2', 270753)",[16630]
"(11655, 'DIN2', 335777)",[16630]
"(11655, 'DIN2', 458780)",[16630]
"(11655, 'DIN2', 550441)",[16630]
"(11655, 'DIN2', 647852)",[16630]
"(11655, 'DIN2', 1258305)",[16630]
"(11655, 'DIN2', 1816300)",[16630]
"(11655, 'DIN2', 1816301)",[16630]
"(11655, 'DIN2', 1822996)",[16630]
"(11655, 'DIN2', 2515773)",[16630]
"(11655, 'DIN2', 3459673)",[16630]
"(11655, 'DIN2', 3459674)",[16630]
"(11655, 'DIN2', 3759243)",[16630]
"(11655, 'DNG', 800)",[16630]
"(11655, 'DNG', 1796)",[16630]
"(11655, 'DNG', 3751)",[16630]
"(11655, 'DNG', 36031)",[16630]
"(11655, 'DNG', 42177)",[16630]
"(11655, 'DNG', 68062)","[16630, 658475]"
"(11655, 'DNG', 69061)","[16630, 658475]"
"(11655, 'DNG', 69655)",[16630]
"(11655, 'DNG', 69657)",[16630]
"(11655, 'DNG', 104906)",[16630]
"(11655, 'DNG', 146674)","[16630, 658475]"
"(11655, 'DNG', 180874)",[16630]
"(11655, 'DNG', 221223)",[16630]
"(11655, 'DNG', 224201)",[16630]
"(11655, 'DNG', 270753)",[16630]
"(11655, 'DNG', 335777)",[16630]
"(11655, 'DNG', 458780)",[16630]
"(11655, 'DNG', 550441)",[16630]
"(11655, 'DNG', 647852)",[16630]
"(11655, 'DNG', 1258305)",[16630]
"(11655, 'DNG', 1816300)",[16630]
"(11655, 'DNG', 1816301)",[16630]
"(11655, 'DNG', 1822996)",[16630]
"(11655, 'DNG', 2515773)",[16630]
"(11655, 'DNG', 3459673)",[16630]
"(11655, 'DNG', 3459674)",[16630]
"(11655, 'DNG', 3759243)",[16630]
"(11730, 'BCONG', 800)",[16630]
"(11730, 'BCONG', 1796)",[16630]
"(11730, 'BCONG', 3751)",[16630]
"(11730, 'BCONG', 36031)",[16630]
"(11730, 'BCONG', 42177)",[16630]
"(11730, 'BCONG', 68062)",[16630]
"(11730, 'BCONG', 69061)",[16630]
"(11730, 'BCONG', 69655)",[16630]
"(11730, 'BCONG', 69657)",[16630]
"(11730, 'BCONG', 104906)",[16630]
"(11730, 'BCONG', 146674)",[16630]
"(11730, 'BCONG', 180874)",[16630]
"(11730, 'BCONG', 221223)",[16630]
"(11730, 'BCONG', 224201)",[16630]
"(11730, 'BCONG', 270753)",[16630]
"(11730, 'BCONG', 335777)",[16630]
"(11730, 'BCONG', 458780)",[16630]
"(11730, 'BCONG', 550441)",[16630]
"(11730, 'BCONG', 647852)",[16630]
"(11730, 'BCONG', 1258305)",[16630]
"(11730, 'BCONG', 1816300)",[16630]
"(11730, 'BCONG', 1816301)",[16630]
"(11730, 'BCONG', 1822996)",[16630]
"(11730, 'BCONG', 2515773)",[16630]
"(11730, 'BCONG', 3459673)",[16630]
"(11730, 'BCONG', 3459674)",[16630]
"(11730, 'BCONG', 3759243)",[16630]
"(11730, 'DIN', 800)",[16630]
"(11730, 'DIN', 1796)",[16630]
"(11730, 'DIN', 3751)",[16630]
"(11730, 'DIN', 36031)",[16630]
"(11730, 'DIN', 42177)",[16630]
"(11730, 'DIN', 68062)",[16630]
"(11730, 'DIN', 69061)",[16630]
"(11730, 'DIN', 69655)",[16630]
"(11730, 'DIN', 69657)",[16630]
"(11730, 'DIN', 104906)",[16630]
"(11730, 'DIN', 146674)",[16630]
"(11730, 'DIN', 180874)",[16630]
"(11730, 'DIN', 221223)",[16630]
"(11730, 'DIN', 224201)",[16630]
"(11730, 'DIN', 270753)",[16630]
"(11730, 'DIN', 335777)",[16630]
"(11730, 'DIN', 458780)",[16630]
"(11730, 'DIN', 550441)",[16630]
"(11730, 'DIN', 647852)",[16630]
"(11730, 'DIN', 1258305)",[16630]
"(11730, 'DIN', 1816300)",[16630]
"(11730, 'DIN', 1816301)",[16630]
"(11730, 'DIN', 1822996)",[16630]
"(11730, 'DIN', 2515773)",[16630]
"(11730, 'DIN', 3459673)",[16630]
"(11730, 'DIN', 3459674)",[16630]
"(11730, 'DIN', 3759243)",[16630]
"(11730, 'DIN2', 800)",[16630]
"(11730, 'DIN2', 1796)",[16630]
"(11730, 'DIN2', 3751)",[16630]
"(11730, 'DIN2', 36031)",[16630]
"(11730, 'DIN2', 42177)",[16630]
"(11730, 'DIN2', 68062)",[16630]
"(11730, 'DIN2', 69061)",[16630]
"(11730, 'DIN2', 69655)",[16630]
"(11730, 'DIN2', 69657)",[16630]
"(11730, 'DIN2', 104906)",[16630]
"(11730, 'DIN2', 146674)",[16630]
"(11730, 'DIN2', 180874)",[16630]
"(11730, 'DIN2', 221223)",[16630]
"(11730, 'DIN2', 224201)",[16630]
"(11730, 'DIN2', 270753)",[16630]
"(11730, 'DIN2', 335777)",[16630]
"(11730, 'DIN2', 458780)",[16630]
"(11730, 'DIN2', 550441)",[16630]
"(11730, 'DIN2', 647852)",[16630]
"(11730, 'DIN2', 1258305)",[16630]
"(11730, 'DIN2', 1816300)",[16630]
"(11730, 'DIN2', 1816301)",[16630]
"(11730, 'DIN2', 1822996)",[16630]
"(11730, 'DIN2', 2515773)",[16630]
"(11730, 'DIN2', 3459673)",[16630]
"(11730, 'DIN2', 3459674)",[16630]
"(11730, 'DIN2', 3759243)",[16630]
"(11730, 'DNG', 800)",[16630]
"(11730, 'DNG', 1796)",[16630]
"(11730, 'DNG', 3751)",[16630]
"(11730, 'DNG', 36031)",[16630]
"(11730, 'DNG', 42177)",[16630]
"(11730, 'DNG', 68062)",[16630]
"(11730, 'DNG', 69061)",[16630]
"(11730, 'DNG', 69655)",[16630]
"(11730, 'DNG', 69657)",[16630]
"(11730, 'DNG', 104906)",[16630]
"(11730, 'DNG', 146674)",[16630]
"(11730, 'DNG', 180874)",[16630]
"(11730, 'DNG', 221223)",[16630]
"(11730, 'DNG', 224201)",[16630]
"(11730, 'DNG', 270753)",[16630]
"(11730, 'DNG', 335777)",[16630]
"(11730, 'DNG', 458780)",[16630]
"(11730, 'DNG', 550441)",[16630]
"(11730, 'DNG', 647852)",[16630]
"(11730, 'DNG', 1258305)",[16630]
"(11730, 'DNG', 1816300)",[16630]
"(11730, 'DNG', 1816301)",[16630]
"(11730, 'DNG', 1822996)",[16630]
"(11730, 'DNG', 2515773)",[16630]
"(11730, 'DNG', 3459673)",[16630]
"(11730, 'DNG', 3459674)",[16630]
"(11730, 'DNG', 3759243)",[16630]
"(11785, 'BCONG', 800)",[16630]
"(11785, 'BCONG', 1796)",[16630]
"(11785, 'BCONG', 3751)",[16630]
"(11785, 'BCONG', 36031)",[16630]
"(11785, 'BCONG', 42177)",[16630]
"(11785, 'BCONG', 68062)",[16630]
"(11785, 'BCONG', 69061)",[16630]
"(11785, 'BCONG', 69655)",[16630]
"(11785, 'BCONG', 69657)",[16630]
"(11785, 'BCONG', 104906)",[16630]
"(11785, 'BCONG', 146674)",[16630]
"(11785, 'BCONG', 180874)",[16630]
"(11785, 'BCONG', 221223)",[16630]
"(11785, 'BCONG', 224201)",[16630]
"(11785, 'BCONG', 270753)",[16630]
"(11785, 'BCONG', 335777)",[16630]
"(11785, 'BCONG', 458780)",[16630]
"(11785, 'BCONG', 550441)",[16630]
"(11785, 'BCONG', 647852)",[16630]
"(11785, 'BCONG', 1258305)",[16630]
"(11785, 'BCONG', 1816300)",[16630]
"(11785, 'BCONG', 1816301)",[16630]
"(11785, 'BCONG', 1822996)",[16630]
"(11785, 'BCONG', 2515773)",[16630]
"(11785, 'BCONG', 3459673)",[16630]
"(11785, 'BCONG', 3459674)",[16630]
"(11785, 'BCONG', 3759243)",[16630]
"(11785, 'DIN', 800)",[16630]
"(11785, 'DIN', 1796)",[16630]
"(11785, 'DIN', 3751)",[16630]
"(11785, 'DIN', 36031)",[16630]
"(11785, 'DIN', 42177)",[16630]
"(11785, 'DIN', 68062)",[16630]
"(11785, 'DIN', 69061)",[16630]
"(11785, 'DIN', 69655)",[16630]
"(11785, 'DIN', 69657)",[16630]
"(11785, 'DIN', 104906)",[16630]
"(11785, 'DIN', 146674)",[16630]
"(11785, 'DIN', 180874)",[16630]
"(11785, 'DIN', 221223)",[16630]
"(11785, 'DIN', 224201)",[16630]
"(11785, 'DIN', 270753)",[16630]
"(11785, 'DIN', 335777)",[16630]
"(11785, 'DIN', 458780)",[16630]
"(11785, 'DIN', 550441)",[16630]
"(11785, 'DIN', 647852)",[16630]
"(11785, 'DIN', 1258305)",[16630]
"(11785, 'DIN', 1816300)",[16630]
"(11785, 'DIN', 1816301)",[16630]
"(11785, 'DIN', 1822996)",[16630]
"(11785, 'DIN', 2515773)",[16630]
"(11785, 'DIN', 3459673)",[16630]
"(11785, 'DIN', 3459674)",[16630]
"(11785, 'DIN', 3759243)",[16630]
"(11785, 'DIN2', 800)",[16630]
"(11785, 'DIN2', 1796)",[16630]
"(11785, 'DIN2', 3751)",[16630]
"(11785, 'DIN2', 36031)",[16630]
"(11785, 'DIN2', 42177)",[16630]
"(11785, 'DIN2', 68062)",[16630]
"(11785, 'DIN2', 69061)",[16630]
"(11785, 'DIN2', 69655)",[16630]
"(11785, 'DIN2', 69657)",[16630]
"(11785, 'DIN2', 104906)",[16630]
"(11785, 'DIN2', 146674)",[16630]
"(11785, 'DIN2', 180874)",[16630]
"(11785, 'DIN2', 221223)",[16630]
"(11785, 'DIN2', 224201)",[16630]
"(11785, 'DIN2', 270753)",[16630]
"(11785, 'DIN2', 335777)",[16630]
"(11785, 'DIN2', 458780)",[16630]
"(11785, 'DIN2', 550441)",[16630]
"(11785, 'DIN2', 647852)",[16630]
"(11785, 'DIN2', 1258305)",[16630]
"(11785, 'DIN2', 1816300)",[16630]
"(11785, 'DIN2', 1816301)",[16630]
"(11785, 'DIN2', 1822996)",[16630]
"(11785, 'DIN2', 2515773)",[16630]
"(11785, 'DIN2', 3459673)",[16630]
"(11785, 'DIN2', 3459674)",[16630]
"(11785, 'DIN2', 3759243)",[16630]
"(11785, 'DNG', 800)",[16630]
"(11785, 'DNG', 1796)",[16630]
"(11785, 'DNG', 3751)",[16630]
"(11785, 'DNG', 36031)",[16630]
"(11785, 'DNG', 42177)",[16630]
"(11785, 'DNG', 68062)",[16630]
"(11785, 'DNG', 69061)",[16630]
"(11785, 'DNG', 69655)",[16630]
"(11785, 'DNG', 69657)",[16630]
"(11785, 'DNG', 104906)",[16630]
"(11785, 'DNG', 146674)",[16630]
"(11785, 'DNG', 180874)",[16630]
"(11785, 'DNG', 221223)",[16630]
"(11785, 'DNG', 224201)",[16630]
"(11785, 'DNG', 270753)",[16630]
"(11785, 'DNG', 335777)",[16630]
"(11785, 'DNG', 458780)",[16630]
"(11785, 'DNG', 550441)",[16630]
"(11785, 'DNG', 647852)",[16630]
"(11785, 'DNG', 1258305)",[16630]
"(11785, 'DNG', 1816300)",[16630]
"(11785, 'DNG', 1816301)",[16630]
"(11785, 'DNG', 1822996)",[16630]
"(11785, 'DNG', 2515773)",[16630]
"(11785, 'DNG', 3459673)",[16630]
"(11785, 'DNG', 3459674)",[16630]
"(11785, 'DNG', 3759243)",[16630]
"(11807, 'BCONG', 800)",[16630]
"(11807, 'BCONG', 1796)",[16630]
"(11807, 'BCONG', 3751)",[16630]
"(11807, 'BCONG', 36031)",[16630]
"(11807, 'BCONG', 42177)",[16630]
"(11807, 'BCONG', 68062)",[16630]
"(11807, 'BCONG', 69061)",[16630]
"(11807, 'BCONG', 69655)",[16630]
"(11807, 'BCONG', 69657)",[16630]
"(11807, 'BCONG', 104906)",[16630]
"(11807, 'BCONG', 146674)",[16630]
"(11807, 'BCONG', 180874)",[16630]
"(11807, 'BCONG', 221223)",[16630]
"(11807, 'BCONG', 224201)",[16630]
"(11807, 'BCONG', 270753)",[16630]
"(11807, 'BCONG', 335777)",[16630]
"(11807, 'BCONG', 458780)",[16630]
"(11807, 'BCONG', 550441)",[16630]
"(11807, 'BCONG', 647852)",[16630]
"(11807, 'BCONG', 1258305)",[16630]
"(11807, 'BCONG', 1816300)",[16630]
"(11807, 'BCONG', 1816301)",[16630]
"(11807, 'BCONG', 1822996)",[16630]
"(11807, 'BCONG', 2515773)",[16630]
"(11807, 'BCONG', 3459673)",[16630]
"(11807, 'BCONG', 3459674)",[16630]
"(11807, 'BCONG', 3759243)",[16630]
"(11807, 'DIN', 800)",[16630]
"(11807, 'DIN', 1796)",[16630]
"(11807, 'DIN', 3751)",[16630]
"(11807, 'DIN', 36031)",[16630]
"(11807, 'DIN', 42177)",[16630]
"(11807, 'DIN', 68062)",[16630]
"(11807, 'DIN', 69061)",[16630]
"(11807, 'DIN', 69655)",[16630]
"(11807, 'DIN', 69657)",[16630]
"(11807, 'DIN', 104906)",[16630]
"(11807, 'DIN', 146674)",[16630]
"(11807, 'DIN', 180874)",[16630]
"(11807, 'DIN', 221223)",[16630]
"(11807, 'DIN', 224201)",[16630]
"(11807, 'DIN', 270753)",[16630]
"(11807, 'DIN', 335777)",[16630]
"(11807, 'DIN', 458780)",[16630]
"(11807, 'DIN', 550441)",[16630]
"(11807, 'DIN', 647852)",[16630]
"(11807, 'DIN', 1258305)",[16630]
"(11807, 'DIN', 1816300)",[16630]
"(11807, 'DIN', 1816301)",[16630]
"(11807, 'DIN', 1822996)",[16630]
"(11807, 'DIN', 2515773)",[16630]
"(11807, 'DIN', 3459673)",[16630]
"(11807, 'DIN', 3459674)",[16630]
"(11807, 'DIN', 3759243)",[16630]
"(11807, 'DIN2', 800)",[16630]
"(11807, 'DIN2', 1796)",[16630]
"(11807, 'DIN2', 3751)",[16630]
"(11807, 'DIN2', 36031)",[16630]
"(11807, 'DIN2', 42177)",[16630]
"(11807, 'DIN2', 68062)",[16630]
"(11807, 'DIN2', 69061)",[16630]
"(11807, 'DIN2', 69655)",[16630]
"(11807, 'DIN2', 69657)",[16630]
"(11807, 'DIN2', 104906)",[16630]
"(11807, 'DIN2', 146674)",[16630]
"(11807, 'DIN2', 180874)",[16630]
"(11807, 'DIN2', 221223)",[16630]
"(11807, 'DIN2', 224201)",[16630]
"(11807, 'DIN2', 270753)",[16630]
"(11807, 'DIN2', 335777)",[16630]
"(11807, 'DIN2', 458780)",[16630]
"(11807, 'DIN2', 550441)",[16630]
"(11807, 'DIN2', 647852)",[16630]
"(11807, 'DIN2', 1258305)",[16630]
"(11807, 'DIN2', 1816300)",[16630]
"(11807, 'DIN2', 1816301)",[16630]
"(11807, 'DIN2', 1822996)",[16630]
"(11807, 'DIN2', 2515773)",[16630]
"(11807, 'DIN2', 3459673)",[16630]
"(11807, 'DIN2', 3459674)",[16630]
"(11807, 'DIN2', 3759243)",[16630]
"(11807, 'DNG', 800)",[16630]
"(11807, 'DNG', 1796)",[16630]
"(11807, 'DNG', 3751)",[16630]
"(11807, 'DNG', 36031)",[16630]
"(11807, 'DNG', 42177)",[16630]
"(11807, 'DNG', 68062)",[16630]
"(11807, 'DNG', 69061)",[16630]
"(11807, 'DNG', 69655)",[16630]
"(11807, 'DNG', 69657)",[16630]
"(11807, 'DNG', 104906)",[16630]
"(11807, 'DNG', 146674)",[16630]
"(11807, 'DNG', 180874)",[16630]
"(11807, 'DNG', 221223)",[16630]
"(11807, 'DNG', 224201)",[16630]
"(11807, 'DNG', 270753)",[16630]
"(11807, 'DNG', 335777)",[16630]
"(11807, 'DNG', 458780)",[16630]
"(11807, 'DNG', 550441)",[16630]
"(11807, 'DNG', 647852)",[16630]
"(11807, 'DNG', 1258305)",[16630]
"(11807, 'DNG', 1816300)",[16630]
"(11807, 'DNG', 1816301)",[16630]
"(11807, 'DNG', 1822996)",[16630]
"(11807, 'DNG', 2515773)",[16630]
"(11807, 'DNG', 3459673)",[16630]
"(11807, 'DNG', 3459674)",[16630]
"(11807, 'DNG', 3759243)",[16630]
"(11922, 'BCONG', 68062)",[658475]
"(11922, 'BCONG', 69061)",[658475]
"(11922, 'BCONG', 146674)",[658475]
"(11922, 'DNG', 68062)",[658475]
"(11922, 'DNG', 69061)",[658475]
"(11922, 'DNG', 146674)",[658475]
"(11945, 'BCONG', 68062)",[658475]
"(11945, 'BCONG', 69061)",[658475]
"(11945, 'BCONG', 146674)",[658475]
"(11945, 'DNG', 68062)",[658475]
"(11945, 'DNG', 69061)",[658475]
"(11945, 'DNG', 146674)",[658475]
"(12008, 'BCONG', 800)",[16630]
"(12008, 'BCONG', 1796)",[16630]
"(12008, 'BCONG', 3751)",[16630]
"(12008, 'BCONG', 36031)",[16630]
"(12008, 'BCONG', 42177)",[16630]
"(12008, 'BCONG', 68062)",[16630]
"(12008, 'BCONG', 69061)",[16630]
"(12008, 'BCONG', 69655)",[16630]
"(12008, 'BCONG', 69657)",[16630]
"(12008, 'BCONG', 104906)",[16630]
"(12008, 'BCONG', 146674)",[16630]
"(12008, 'BCONG', 180874)",[16630]
"(12008, 'BCONG', 221223)",[16630]
"(12008, 'BCONG', 224201)",[16630]
"(12008, 'BCONG', 270753)",[16630]
"(12008, 'BCONG', 335777)",[16630]
"(12008, 'BCONG', 458780)",[16630]
"(12008, 'BCONG', 550441)",[16630]
"(12008, 'BCONG', 647852)",[16630]
"(12008, 'BCONG', 1258305)",[16630]
"(12008, 'BCONG', 1816300)",[16630]
"(12008, 'BCONG', 1816301)",[16630]
"(12008, 'BCONG', 1822996)",[16630]
"(12008, 'BCONG', 2515773)",[16630]
"(12008, 'BCONG', 3459673)",[16630]
"(12008, 'BCONG', 3459674)",[16630]
"(12008, 'BCONG', 3759243)",[16630]
"(12008, 'DIN', 800)",[16630]
"(12008, 'DIN', 1796)",[16630]
"(12008, 'DIN', 3751)",[16630]
"(12008, 'DIN', 36031)",[16630]
"(12008, 'DIN', 42177)",[16630]
"(12008, 'DIN', 68062)",[16630]
"(12008, 'DIN', 69061)",[16630]
"(12008, 'DIN', 69655)",[16630]
"(12008, 'DIN', 69657)",[16630]
"(12008, 'DIN', 104906)",[16630]
"(12008, 'DIN', 146674)",[16630]
"(12008, 'DIN', 180874)",[16630]
"(12008, 'DIN', 221223)",[16630]
"(12008, 'DIN', 224201)",[16630]
"(12008, 'DIN', 270753)",[16630]
"(12008, 'DIN', 335777)",[16630]
"(12008, 'DIN', 458780)",[16630]
"(12008, 'DIN', 550441)",[16630]
"(12008, 'DIN', 647852)",[16630]
"(12008, 'DIN', 1258305)",[16630]
"(12008, 'DIN', 1816300)",[16630]
"(12008, 'DIN', 1816301)",[16630]
"(12008, 'DIN', 1822996)",[16630]
"(12008, 'DIN', 2515773)",[16630]
"(12008, 'DIN', 3459673)",[16630]
"(12008, 'DIN', 3459674)",[16630]
"(12008, 'DIN', 3759243)",[16630]
"(12008, 'DIN2', 800)",[16630]
"(12008, 'DIN2', 1796)",[16630]
"(12008, 'DIN2', 3751)",[16630]
"(12008, 'DIN2', 36031)",[16630]
"(12008, 'DIN2', 42177)",[16630]
"(12008, 'DIN2', 68062)",[16630]
"(12008, 'DIN2', 69061)",[16630]
"(12008, 'DIN2', 69655)",[16630]
"(12008, 'DIN2', 69657)",[16630]
"(12008, 'DIN2', 104906)",[16630]
"(12008, 'DIN2', 146674)",[16630]
"(12008, 'DIN2', 180874)",[16630]
"(12008, 'DIN2', 221223)",[16630]
"(12008, 'DIN2', 224201)",[16630]
"(12008, 'DIN2', 270753)",[16630]
"(12008, 'DIN2', 335777)",[16630]
"(12008, 'DIN2', 458780)",[16630]
"(12008, 'DIN2', 550441)",[16630]
"(12008, 'DIN2', 647852)",[16630]
"(12008, 'DIN2', 1258305)",[16630]
"(12008, 'DIN2', 1816300)",[16630]
"(12008, 'DIN2', 1816301)",[16630]
"(12008, 'DIN2', 1822996)",[16630]
"(12008, 'DIN2', 2515773)",[16630]
"(12008, 'DIN2', 3459673)",[16630]
"(12008, 'DIN2', 3459674)",[16630]
"(12008, 'DIN2', 3759243)",[16630]
"(12008, 'DNG', 800)",[16630]
"(12008, 'DNG', 1796)",[16630]
"(12008, 'DNG', 3751)",[16630]
"(12008, 'DNG', 36031)",[16630]
"(12008, 'DNG', 42177)",[16630]
"(12008, 'DNG', 68062)",[16630]
"(12008, 'DNG', 69061)",[16630]
"(12008, 'DNG', 69655)",[16630]
"(12008, 'DNG', 69657)",[16630]
"(12008, 'DNG', 104906)",[16630]
"(12008, 'DNG', 146674)",[16630]
"(12008, 'DNG', 180874)",[16630]
"(12008, 'DNG', 221223)",[16630]
"(12008, 'DNG', 224201)",[16630]
"(12008, 'DNG', 270753)",[16630]
"(12008, 'DNG', 335777)",[16630]
"(12008, 'DNG', 458780)",[16630]
"(12008, 'DNG', 550441)",[16630]
"(12008, 'DNG', 647852)",[16630]
"(12008, 'DNG', 1258305)",[16630]
"(12008, 'DNG', 1816300)",[16630]
"(12008, 'DNG', 1816301)",[16630]
"(12008, 'DNG', 1822996)",[16630]
"(12008, 'DNG', 2515773)",[16630]
"(12008, 'DNG', 3459673)",[16630]
