client_id,client_name,credential_id,name,enabled,application,markup,dynamic_commission,action_to_be_applied_(to_base),markup_after_action
1555,NAUTALIA VIAJES,32943,Nautalia_743_Onda,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32945,Nautalia_326_Torrent,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32947,Nautalia_331_Valencia,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
488,Interep Brasil,8293,Interep Brasil,TRUE,traveltinohoteles,5.1,TRUE,0.3,5.4
1555,NAUTALIA VIAJES,32979,Nautalia_339_Cartagena,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32980,Nautalia_338_Murcia,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
170,British Airways Holidays,4455,British Airways Holidays,TRUE,traveltinohoteles,3,TRUE,0.3,3.3
1851,TIP TRAVEL BUREAU,34319,TIP TRAVEL BUREAU,TRUE,traveltinohoteles,4.3,TRUE,0.3,4.6
1769,Travel Store,34043,Travel Store,TRUE,traveltinohoteles,4.1,TRUE,0.3,4.4
338,Stayforlong,22003,Stayforlong Prime,TRUE,traveltinohoteles,6,TRUE,0.3,6.3
871,Sembo,11896,Sembo,TRUE,smyroomsae,4,TRUE,0.2,4.2
871,Sembo,34193,Sembo B2B,TRUE,smyroomsae,4,TRUE,0.2,4.2
1555,NAUTALIA VIAJES,33025,Nautalia_628_Plasencia,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33028,Nautalia_674_ArgandaDelRey,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33029,Nautalia_435_SantCugatDelValles,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33026,Nautalia_445_MolletDelValles,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33030,Nautalia_424_BarberaDelValles,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33027,Nautalia_785_Aranjuez,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33032,Nautalia_434_Tarrasa,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33071,Nautalia_665_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33033,Nautalia_771_Parla,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33034,Nautalia_442_Manresa,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33037,Nautalia_672_GruposMadrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33038,Nautalia_635_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
219,Travelor,11120,Travelor - B2B,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
258,Tailorbeds,34000,Tailorbeds HT,TRUE,traveltinohoteles,4.5,TRUE,0.3,4.8
155,Abreu,4194,Abreu,TRUE,traveltinohoteles,4,TRUE,0.3,4.3
1555,NAUTALIA VIAJES,33039,Nautalia_425_Mataro,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33040,Nautalia_671_GruposSanSebastianDeLosReyes,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33041,Nautalia_670_GruposMostoles,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33058,Nautalia_653_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33064,Nautalia_657_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1618,Bedsopia,33148,Bedsopia Retail,TRUE,smyroomsae,3,FALSE,0.3,3.3
1463,Sidetours Incoming Services,22055,Sidetours Incoming Services,TRUE,traveltinohoteles,6,TRUE,0.3,6.3
196,Sunhotels EU,30700,Sunhotels WH B2B,TRUE,traveltinohoteles,4.5,TRUE,0.3,4.8
1463,Sidetours Incoming Services,22075,Sidetours B2B,TRUE,traveltinohoteles,6,TRUE,0.3,6.3
1555,NAUTALIA VIAJES,32876,Nautalia_217_Algeciras,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
298,Karavel,5907,Karavel,FALSE,traveltinohoteles,0,FALSE,0.3,0.3
1529,RATONVIAJERO,33245,NewCoTravelRetail,TRUE,traveltinohoteles,6,TRUE,0.3,6.3
1555,NAUTALIA VIAJES,32888,Nautalia_214_Huelva,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32889,Nautalia_219_Jaen,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32892,Nautalia_233_Malaga,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32895,Nautalia_747_Mijas,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33104,Nautalia_819_BTCLasPalmas,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33105,Nautalia_878_OutplantDominionBilbao,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33106,Nautalia_820_BTCCastellon,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33113,Nautalia_838_ImplantVidralaLlodio,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33685,Nautalia_795_Granada,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33696,Nautalia_796_Fuengirola,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33949,Nautalia_885_OUTPLANT UPM,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1529,RATONVIAJERO,31454,RATONVIAJERO,TRUE,traveltinohoteles,6,TRUE,0.3,6.3
1555,NAUTALIA VIAJES,32946,Nautalia_325_Puerto de Sagunto,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1789,Grupo Avoris,4369,Welcomebeds GBT,TRUE,traveltinohoteles,6.5,TRUE,0.3,6.8
1789,Grupo Avoris,4368,Welcomebeds GTC,TRUE,traveltinohoteles,6.5,TRUE,0.3,6.8
1555,NAUTALIA VIAJES,33950,Nautalia_884_INPLANT ALCAMPO,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,34051,Nautalia_886_Barcelona,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,34059,Nautalia_544_ACoruÃ±a,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,34237,Nautalia_887_INPLANT CGPJ,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,34238,Nautalia_147_Navarra,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,34301,Nautalia_798_Rivas Vaciamadrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,34302,Nautalia_148_Arrasate - Mondragón,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,34303,Nautalia_883_IMPLANTVISCOFA,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
301,Top Atlantico DMC,5943,Top Atlantico DMC,TRUE,traveltinohoteles,4.75,TRUE,0.3,5.05
163,Veturis,3713,Veturis Travel,TRUE,traveltinohoteles,5.5,FALSE,0.3,5.8
163,Veturis,6015,Veturis B2C,TRUE,traveltinohoteles,6,FALSE,0.3,6.3
163,Veturis,11730,QUEHOT,TRUE,traveltinohoteles,6,FALSE,0.3,6.3
163,Veturis,11731,QUEHOT B2BXML-H,TRUE,traveltinohoteles,6,FALSE,0.3,6.3
163,Veturis,11732,QUEHOT B2BXML-L,TRUE,traveltinohoteles,5.5,FALSE,0.3,5.8
196,Sunhotels EU,4118,SunHotels,FALSE,traveltinohoteles,6,TRUE,0.3,6.3
1789,Grupo Avoris,20690,Welcomebeds retail GBT,TRUE,traveltinohoteles,4,TRUE,0.3,4.3
1555,NAUTALIA VIAJES,32986,Nautalia_319_Elche,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32987,Nautalia_320_Elche,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1745,Mengtu Travel,33929,Mengtu Travel,TRUE,smyroomsae,3.5,TRUE,0.2,3.7
867,TOURMIND,11836,TourMind_B2B,TRUE,smyroomsae,4,TRUE,0.2,4.2
399,Fliggy,8097,Fliggy,TRUE,smyroomsae,3.5,TRUE,0.2,3.7
658,Letsfly Limited,8924,Letsfly Limited B2C,TRUE,smyroomsae,4,TRUE,0.2,4.2
658,Letsfly Limited,33529,LETSFLY LIMITED_B2B,TRUE,smyroomsae,3.5,TRUE,0.2,3.7
623,MG BEDBANK,9014,MG Bedbank II,TRUE,smyroomsae,4,TRUE,0.2,4.2
1521,PRESTIGIA,32713,Prestigia B2B,TRUE,smyroomsae,5,TRUE,0.3,5.3
1576,Ottila UAE,32811,OTTILA DMCC,TRUE,smyroomsae,4.2,TRUE,0.3,4.5
196,Sunhotels EU,30697,Sunhotels WH Retail,TRUE,traveltinohoteles,4.5,TRUE,0.3,4.8
196,Sunhotels EU,30698,Sunhotels WH B2C,TRUE,traveltinohoteles,4.5,TRUE,0.3,4.8
1555,NAUTALIA VIAJES,32956,Nautalia_134_Santander,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
899,CIT,11974,CIT,TRUE,smyroomsae,5,TRUE,0.2,5.2
899,CIT,33456,CIT_B2C,TRUE,smyroomsae,5,TRUE,0.2,5.2
319,Riya Holidays,32823,Riya Holidays New,TRUE,smyroomsae,4.5,TRUE,0.3,4.8
899,CIT,33887,CIT B2B CUG,TRUE,smyroomsae,5,TRUE,0.2,5.2
1629,Travellanda.,33205,Travellanda- B2C,TRUE,smyroomsae,3,TRUE,0.3,3.3
1518,AKBAR TRAVELS ONLINE (FZE),33142,Akbarnew_FZE,TRUE,smyroomsae,4,TRUE,0.3,4.3
899,CIT,34140,HUIZHI-B2C,TRUE,smyroomsae,4,TRUE,0.2,4.2
1555,NAUTALIA VIAJES,33031,Nautalia_418_Tarrasa,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1484,Smile Holidays,33260,Smile Holidays_Retail,FALSE,smyroomsae,3,FALSE,0.3,3.3
899,CIT,34142,HUIZHI-B2B,TRUE,smyroomsae,4,TRUE,0.2,4.2
899,CIT,34144,HUIZHI-B2B CUG,TRUE,smyroomsae,4,TRUE,0.2,4.2
1671,3 FULL STEPS,33491,3 Full Steps,TRUE,smyroomsae,4.5,TRUE,0.3,4.8
1651,Ostrovok UAE,33330,Ostrovok UAE Retail,TRUE,smyroomsae,5,TRUE,0.3,5.3
879,Meituan,33328,Meituan_AGO,FALSE,smyroomsae,3.5,FALSE,0.2,3.7
1664,Etrav.in,33417,Etrav.in,TRUE,smyroomsae,4,FALSE,0.3,4.3
1555,NAUTALIA VIAJES,33042,Nautalia_666_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33046,Nautalia_623_Mostoles,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33057,Nautalia_621_SanSebastianDeLosReyes,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33083,Nautalia_659_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33085,Nautalia_415_EspluguesDeLlobregat,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33087,Nautalia_644_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33092,Nautalia_920_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33053,Nautalia_625_TorrejonDeArdoz,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33093,Nautalia_439_Tortosa,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1702,GTbeds.com,33624,GTbeds.com,TRUE,smyroomsae,4,FALSE,0.3,4.3
1555,NAUTALIA VIAJES,33096,Nautalia_411_Amposta,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1779,GUARANTEE TRAVEL DMCC,34081,GUARANTEE TRAVEL DMCC,TRUE,smyroomsae,3.5,FALSE,0.3,3.8
535,Hikari,32672,Hikari,TRUE,smyroomsae,3,TRUE,0.2,3.2
1808,HK CHANGYOU INTERNATIONAL,34173,HK CHANGYOU INTERNATIONAL BUSINESS,TRUE,smyroomsae,4,TRUE,0.2,4.2
186,Nuitee,8733,Nuitee - Package Rates,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33108,Nautalia_823_ImplantEsmalglassVillareal,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33109,Nautalia_877_EventosDeportivosMadrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33110,Nautalia_825_BTCZaragoza,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33111,Nautalia_835_BTCBarcelona,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33112,Nautalia_876_OfcMadrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1853,LY.COM(TONGCHENG),34332,LY.COM(TONGCHENG),TRUE,smyroomsae,4,TRUE,0.2,4.2
283,Carrefour Viajes,6193,Viajes Carrefour B2C,TRUE,traveltinohoteles,4.5,TRUE,0.3,4.8
1751,ANDASUN,33940,ANDASUN,TRUE,smyroomsae,3.5,TRUE,0.3,3.8
295,24x7 Rooms,5895,24x7 Rooms,TRUE,smyroomsae,8,FALSE,0.3,8.3
319,Riya Holidays,6083,Riya Holidays,TRUE,smyroomsae,3.5,TRUE,0.3,3.8
1555,NAUTALIA VIAJES,33114,Nautalia_858_BTCMalaga,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33115,Nautalia_840_OutplantAernnovaBilbao,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33116,Nautalia_863_ImplantUCMMadrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
403,Dnata,8118,DNATA B2C UK/IE,FALSE,smyroomsae,4,TRUE,0.3,4.3
403,Dnata,8119,DNATA B2C,FALSE,smyroomsae,4,TRUE,0.3,4.3
754,IXPIRA,11017,IXPIRA B2B,TRUE,smyroomsae,8,TRUE,0.2,8.2
754,IXPIRA,11018,IXPIRA B2C,TRUE,smyroomsae,8,TRUE,0.2,8.2
322,GRNCONNECT,11212,GRN-CUG,TRUE,smyroomsae,4.5,TRUE,0.3,4.8
246,Hoojoozat,11221,Hoojoozat B2C,TRUE,smyroomsae,3,FALSE,0.3,3.3
655,SEE DUBAI TOURS,8867,SEE DUBAI TOURS,TRUE,smyroomsae,3,TRUE,0.3,3.3
1454,Reslounge,21915,Reslounge,TRUE,smyroomsae,3.5,TRUE,0.2,3.7
1590,SLOVENIA VACATION,32837,SLOVENIA VACATION,TRUE,smyroomsae,4.5,TRUE,0.2,4.7
1785,Book & Travel,34107,Book & Travel_Package,TRUE,traveltinohoteles,4,FALSE,0.3,4.3
1555,NAUTALIA VIAJES,33120,Nautalia_874_OutplantBabcockMadrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
295,24x7 Rooms,8273,24x7 Rooms WEB,TRUE,smyroomsae,8,FALSE,0.3,8.3
1785,Book & Travel,34109,Book & Travel_B2C,TRUE,traveltinohoteles,4,FALSE,0.3,4.3
1555,NAUTALIA VIAJES,33427,Nautalia_677_Fuenlabrada,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33428,Nautalia_676_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33432,Nautalia_881_INPLANT OBRAMAT,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33538,Nautalia_882_OutplantPowerElectronics,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
403,Dnata,8120,DNATA B2B,FALSE,smyroomsae,4,TRUE,0.3,4.3
403,Dnata,8121,YALAGO,TRUE,smyroomsae,4.5,TRUE,0.3,4.8
316,Dubai Link,8343,Dubai Link II,TRUE,smyroomsae,4.5,FALSE,0.3,4.8
517,Booking express,8356,Booking Express Travel,TRUE,smyroomsae,3,TRUE,0.3,3.3
535,Hikari,8389,HikariGlobal,FALSE,smyroomsae,2.9,FALSE,0.2,3.1
526,CN Travel Group,8374,CN Travel Group (CH),TRUE,smyroomsae,3.5,TRUE,0.2,3.7
518,Destination Italia,8357,Destination Italia,TRUE,smyroomsae,4,TRUE,0.2,4.2
534,All of America,8388,All of America,TRUE,smyroomsae,4,TRUE,0.3,4.3
1765,PERFECT TOUR,34021,PERFECT TOUR,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33889,Nautalia_360_Valencia,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
165,World2Meet,4115,W2M DMC_B2B (NT Incoming),TRUE,traveltinohoteles,5,TRUE,0.3,5.3
298,Karavel,5908,Karavel,TRUE,smyroomsae,4.5,TRUE,0.3,4.8
562,Unitravel,8467,UniTravel,TRUE,smyroomsae,3.3,TRUE,0.2,3.5
571,myGO,8515,MyGO GROUP,TRUE,smyroomsae,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32715,NAUTALIA VIAJES TEST,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33008,Nautalia_430_Barcelona,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
332,Easy Market,6175,Easy Market,FALSE,smyroomsae,5,TRUE,0.2,5.2
1489,Bookingagora,30841,Bookingagora,TRUE,smyroomsae,3.5,FALSE,0.3,3.8
1555,NAUTALIA VIAJES,32953,Nautalia_351_Valencia,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32955,Nautalia_648_SantaCruzDeTenerife,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1488,G2 TRAVEL (FIT) LIMITED,30834,G2 Travel (FIT) Limited.,TRUE,smyroomsae,4.25,TRUE,0.3,4.55
1555,NAUTALIA VIAJES,32960,Nautalia_126_Torrelavega,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32962,Nautalia_112_CastroUrdiales,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32963,Nautalia_332_Albacete,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32964,Nautalia_643_CiudadReal,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
864,GBN TRAVEL,11787,GBN TRAVEL,TRUE,traveltinohoteles,6,TRUE,0.3,6.3
1520,One Up Travel,31290,One Up Travel,TRUE,smyroomsae,4.5,TRUE,0.2,4.7
332,Easy Market,31316,Easymarket_traffic,TRUE,smyroomsae,4.75,TRUE,0.2,4.95
399,Fliggy,33895,Fliggy_B2B,TRUE,smyroomsae,3.5,TRUE,0.2,3.7
296,Ezeerooms,31220,WBE_Ezeerooms,TRUE,smyroomsae,3,TRUE,0.3,3.3
1473,MORESAND,31166,Crystal Travel B2B,TRUE,smyroomsae,3.5,TRUE,0.3,3.8
1473,MORESAND,31167,Crystal Travel B2C,TRUE,smyroomsae,3.5,TRUE,0.3,3.8
1555,NAUTALIA VIAJES,33059,Nautalia_712_Navalcarnero,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33060,Nautalia_615_Villalba,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33061,Nautalia_661_PozueloDeAlarcon,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1400,Cosmobeds,31366,CosmoBeds B2B2C,TRUE,smyroomsae,4,TRUE,0.3,4.3
1555,NAUTALIA VIAJES,33062,Nautalia_639_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33063,Nautalia_619_Majadahonda,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33065,Nautalia_645_Alcobendas,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33066,Nautalia_633_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33067,Nautalia_443_ElPratDeLlobregat,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33049,Nautalia_629_Getafe,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33050,Nautalia_419_OlesaDeMontserrat,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33051,Nautalia_421_Igualada,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33052,Nautalia_618_Getafe,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33055,Nautalia_420_Martorell,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33056,Nautalia_660_TresCantos,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33075,Nautalia_433_HospitaletDeLlobregat,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33076,Nautalia_414_Badalona,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33079,Nautalia_649_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33081,Nautalia_422_CornellaDeLlobregat,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33082,Nautalia_637_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33086,Nautalia_626_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33088,Nautalia_631_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33090,Nautalia_664_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33069,Nautalia_617_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33070,Nautalia_417_SantBoiDeLlobregat,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33091,Nautalia_636_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33072,Nautalia_413_HospitaletDeLlobregat,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33074,Nautalia_94_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1518,AKBAR TRAVELS ONLINE (FZE),31285,AKBAR TRAVELS ONLINE (FZE),TRUE,smyroomsae,4,TRUE,0.3,4.3
1555,NAUTALIA VIAJES,33124,Nautalia_868_EventosBarcelona,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33125,Nautalia_873_ImplantDeustoBilbao,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33129,Nautalia_811_BusinessSupportMadrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1617,AMADEUS,33143,Amadeus B2B,TRUE,traveltinohoteles,3.5,TRUE,0.3,3.8
1617,AMADEUS,33144,Amadeus B2C,TRUE,traveltinohoteles,3.5,TRUE,0.3,3.8
1555,NAUTALIA VIAJES,33117,Nautalia_846_ImplantGlobalPraxisBarcelona,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33118,Nautalia_875_OutplantRoviMadrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33119,Nautalia_855_OutplantRadiusMadrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33121,Nautalia_862_VacacionalColectivosEmpresasMadrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33122,Nautalia_860_ImplantSidenorBasuari,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33123,Nautalia_861_BTCVigo,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
200,LCI-MTC,4504,LCI-MTC B2C,TRUE,traveltinohoteles,4,FALSE,0.3,4.3
258,Tailorbeds,4505,TAILORBEDS LT,TRUE,traveltinohoteles,4.5,TRUE,0.3,4.8
158,Altura,4651,Altura,TRUE,traveltinohoteles,4.5,TRUE,0.3,4.8
155,Abreu,4935,AbreuXML,FALSE,traveltinohoteles,5.5,TRUE,0.3,5.8
166,Sololé,4870,Sololé XML,FALSE,traveltinohoteles,15,TRUE,0.3,15.3
1789,Grupo Avoris,5141,Welcomebeds GBT XML,TRUE,traveltinohoteles,6.5,TRUE,0.3,6.8
165,World2Meet,5612,W2M B2C,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1789,Grupo Avoris,5142,Welcomebeds GTC XML,TRUE,traveltinohoteles,6.5,TRUE,0.3,6.8
165,World2Meet,5134,W2M PRO,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
174,Jumbo,5090,Jumbo Tours DP,TRUE,traveltinohoteles,3.5,TRUE,0.3,3.8
283,Carrefour Viajes,5816,Viajes Carrefour,TRUE,traveltinohoteles,4.5,TRUE,0.3,4.8
288,Gattinoni,5848,GATTINONI MONDO DI VACANZE,TRUE,traveltinohoteles,3.5,TRUE,0.3,3.8
1555,NAUTALIA VIAJES,32867,Nautalia_232_cadiz,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
858,Hotelston SLU,11769,Hotelston SLU,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
310,Go Global Travel LTD,8709,Go Global Travel SH,TRUE,traveltinohoteles,6.5,TRUE,0.3,6.8
1618,Bedsopia,33146,Bedsopia,TRUE,smyroomsae,3,FALSE,0.3,3.3
338,Stayforlong,30830,Stayforlong Mobile,TRUE,traveltinohoteles,6,TRUE,0.3,6.3
1555,NAUTALIA VIAJES,32985,Nautalia_312_Elda,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,32997,Nautalia_523_Valladolid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33068,Nautalia_786_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
1555,NAUTALIA VIAJES,33080,Nautalia_646_Madrid,TRUE,traveltinohoteles,5,TRUE,0.3,5.3
296,Ezeerooms,5896,Ezeerooms,FALSE,smyroomsae,2,TRUE,0.3,2.3
1717,LA RUTA VIAJERA,33844,LA RUTA VIAJERA,TRUE,traveltinohoteles,4,TRUE,0.3,4.3
316,Dubai Link,6051,Dubai Link,TRUE,smyroomsae,4.5,FALSE,0.3,4.8
302,Itinerary planner,5951,TRP WORLD,TRUE,smyroomsae,3.5,TRUE,0.3,3.8
