id,last_user,last_date,name,description,credential_level,credential_list,rate,provider_level,provider_list,hotel_level,hotel_list,refundable,meal_level,meal_list,market_level,market_list,paying_society_level,paying_society_list,check_in_level,check_in_from,check_in_to,booking_date_level,booking_date_from,booking_date_to,commission,ovr,dynamic,max_release,days_of_week_level,days_of_week_list,age,room_level,room_list,num_of_nights_level,num_of_nights_list,hours_level,hours_list,price_range_level,price_range_from,price_range_to,release_range_level,release_range_from,release_range_to
14270,AzureFunctions,15-01-2025 07:52:16,February Push - TBO Holidays | 0.5% Non-Dynamic,February Push - TBO Holidays | 0.5% Non-Dynamic,1,"['33420', '3975']",0,0,,0,,0,0,,0,,0,,0,,,0,,,0.5,False,False,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14271,AzureFunctions,15-01-2025 07:52:16,February Push - Hotelbeds | -0.5% Dynamic,February Push - Hotelbeds | -0.5% Dynamic,1,"['11655', '11656', '11653']",0,0,,0,,0,0,,0,,0,,0,,,0,,,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14272,AzureFunctions,15-01-2025 07:52:17,February Push - Veturis | -0.5% Dynamic,February Push - Veturis | -0.5% Dynamic,1,"['3713', '6015', '11732', '11730', '11731']",0,0,,0,,0,0,,0,,0,,0,,,0,,,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14273,AzureFunctions,15-01-2025 07:52:18,February Push - American Executive | 0.2% Dynamic,February Push - American Executive | 0.2% Dynamic,1,"['33886', '33902']",0,0,,0,,0,0,,0,,0,,0,,,0,,,0.2,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14274,AzureFunctions,15-01-2025 07:52:18,February Push - Ostrovok | -0.5% Non-Dynamic,February Push - Ostrovok | -0.5% Non-Dynamic,1,"['20670', '5786']",0,0,,0,,0,0,,0,,0,,0,,,0,,,-0.5,False,False,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14275,AzureFunctions,15-01-2025 07:52:19,February Push - Ostrovok | -0.5% Dynamic,February Push - Ostrovok | -0.5% Dynamic,1,"['20669', '5462', '34984', '33678', '20791', '21172', '5304', '20776']",0,0,,0,,0,0,,0,,0,,0,,,0,,,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14276,AzureFunctions,15-01-2025 07:52:19,February Push - Nites | 0.1% Dynamic,February Push - Nites | 0.1% Dynamic,1,['33937'],0,0,,0,,0,0,,0,,0,,0,,,0,,,0.1,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14277,AzureFunctions,15-01-2025 07:52:20,February Push - lastminute.com Group | -0.25% Dynamic,February Push - lastminute.com Group | -0.25% Dynamic,1,"['4224', '34862']",0,0,,0,,0,0,,0,,0,,0,,,0,,,-0.25,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14278,AzureFunctions,15-01-2025 07:52:21,February Push - Go Global Travel LTD | -0.25% Non-Dynamic,February Push - Go Global Travel LTD | -0.25% Non-Dynamic,1,"['34695', '34694', '34693']",0,0,,0,,0,0,,0,,0,,0,,,0,,,-0.25,False,False,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14279,AzureFunctions,15-01-2025 07:52:21,February Push - Go Global Travel LTD | -0.25% Dynamic,February Push - Go Global Travel LTD | -0.25% Dynamic,1,"['8709', '6009', '12034']",0,0,,0,,0,0,,0,,0,,0,,,0,,,-0.25,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14280,AzureFunctions,15-01-2025 07:52:22,February Push - PerfectStay | -0.5% Dynamic,February Push - PerfectStay | -0.5% Dynamic,1,['22077'],0,0,,0,,0,0,,0,,0,,0,,,0,,,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14281,AzureFunctions,15-01-2025 07:52:22,February Push - DELFOS OPERADOR MAYORISTA | 0.1% Dynamic,February Push - DELFOS OPERADOR MAYORISTA | 0.1% Dynamic,1,['33874'],0,0,,0,,0,0,,0,,0,,0,,,0,,,0.1,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14282,AzureFunctions,15-01-2025 07:52:23,February Push - TKT Travel | 0.2% Dynamic,February Push - TKT Travel | 0.2% Dynamic,1,"['34044', '35009']",0,0,,0,,0,0,,0,,0,,0,,,0,,,0.2,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14283,AzureFunctions,15-01-2025 07:52:24,February Push - Grupo Avoris | -0.5% Dynamic,February Push - Grupo Avoris | -0.5% Dynamic,1,"['20689', '3610', '3612', '5142', '9824', '5141', '4369', '4368', '20690', '10205']",0,0,,0,,0,0,,0,,0,,0,,,0,,,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
