id,last_user,last_date,name,description,credential_level,credential_list,rate,provider_level,provider_list,hotel_level,hotel_list,refundable,meal_level,meal_list,market_level,market_list,paying_society_level,paying_society_list,check_in_level,check_in_from,check_in_to,booking_date_level,booking_date_from,booking_date_to,commission,ovr,dynamic,max_release,days_of_week_level,days_of_week_list,age,room_level,room_list,num_of_nights_level,num_of_nights_list,hours_level,hours_list,price_range_level,price_range_from,price_range_to,release_range_level,release_range_from,release_range_to
409,AzureFunctions,23-01-2025 14:35:01,February Push - The Flights Guru,February Push - The Flights Guru,1,['6480'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
410,AzureFunctions,23-01-2025 14:35:02,February Push - Via Holiday,February Push - Via Holiday,1,['33407'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
