id,last_user,last_date,name,description,credential_level,credential_list,rate,provider_level,provider_list,hotel_level,hotel_list,refundable,meal_level,meal_list,market_level,market_list,paying_society_level,paying_society_list,check_in_level,check_in_from,check_in_to,booking_date_level,booking_date_from,booking_date_to,commission,ovr,dynamic,max_release,days_of_week_level,days_of_week_list,age,room_level,room_list,num_of_nights_level,num_of_nights_list,hours_level,hours_list,price_range_level,price_range_from,price_range_to,release_range_level,release_range_from,release_range_to
14347,AzureFunctions,23-01-2025 14:55:19,February Push - Methabook,February Push - Methabook,1,"['9021', '4162', '11365']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,False,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14348,AzureFunctions,23-01-2025 14:55:19,February Push - Rezlive,February Push - Rezlive,1,"['34366', '4770']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,0.2,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14349,AzureFunctions,23-01-2025 14:55:20,February Push - Escalabeds,February Push - Escalabeds,1,"['33903', '33904', '34083']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,0.3,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14350,AzureFunctions,23-01-2025 14:55:20,February Push - Central de Reservas,February Push - Central de Reservas,1,"['33637', '34127', '21216', '3693', '33539']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,0.2,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14351,AzureFunctions,23-01-2025 14:55:21,February Push - All Seasons,February Push - All Seasons,1,"['33875', '35003']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,0.2,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14352,AzureFunctions,23-01-2025 14:55:22,February Push - Nuitee,February Push - Nuitee,1,"['4396', '8733', '4982', '35000']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,0.1,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14353,AzureFunctions,23-01-2025 14:55:22,February Push - Holisto (Splitty-Traveluro),February Push - Holisto (Splitty-Traveluro),1,"['11986', '11994', '11992', '11995', '11993']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14354,AzureFunctions,23-01-2025 14:55:23,February Push - 6 Tour,February Push - 6 Tour,1,['5060'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,0.3,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14355,AzureFunctions,23-01-2025 14:55:23,February Push - AIRTOUR,February Push - AIRTOUR,1,['6016'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,0.2,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14356,AzureFunctions,23-01-2025 14:55:24,February Push - Tale Travel,February Push - Tale Travel,1,['32834'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14357,AzureFunctions,23-01-2025 14:55:25,February Push - Ottila,February Push - Ottila,1,"['34398', '6257']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,0.3,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14358,AzureFunctions,23-01-2025 14:55:25,February Push - Stayforlong,February Push - Stayforlong,1,"['6288', '30830', '33284', '22003']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14359,AzureFunctions,23-01-2025 14:55:26,February Push - Hotelbeds Brasil,February Push - Hotelbeds Brasil,1,['10676'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14360,AzureFunctions,23-01-2025 14:55:26,February Push - Caspi Tours,February Push - Caspi Tours,1,['11189'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14361,AzureFunctions,23-01-2025 14:55:27,February Push - Geotravel Operador Mayorista,February Push - Geotravel Operador Mayorista,1,['34427'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14362,AzureFunctions,23-01-2025 14:55:28,February Push - trip.com ,February Push - trip.com ,1,['12122'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14363,AzureFunctions,23-01-2025 14:55:28,February Push - Karpaten ,February Push - Karpaten ,1,['12175'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14364,AzureFunctions,23-01-2025 14:55:29,February Push - FindHotel,February Push - FindHotel,1,"['33182', '21217', '35020', '31083', '21950']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,0.3,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14365,AzureFunctions,23-01-2025 14:55:30,February Push - AIRTICKET GROUP,February Push - AIRTICKET GROUP,1,['30710'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14366,AzureFunctions,23-01-2025 14:55:30,"February Push - HONGKONG YONGZHENG TECHNOLOGY CO.,LIMITED","February Push - HONGKONG YONGZHENG TECHNOLOGY CO.,LIMITED",1,"['34463', '30933']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,0.3,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14367,AzureFunctions,23-01-2025 14:55:31,February Push - PRESTIGIA,February Push - PRESTIGIA,1,"['32713', '31318', '34045']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14368,AzureFunctions,23-01-2025 14:55:31,February Push - TRIP JACK,February Push - TRIP JACK,1,['32703'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,0.1,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14369,AzureFunctions,23-01-2025 14:55:32,February Push - NAUTALIA VIAJES,February Push - NAUTALIA VIAJES,1,"['33428', '33020', '32956', '33015', '32905', '33035', '33065', '33053', '32901', '32968', '32981', '33051', '32877', '32907', '33113', '33056', '32915', '33090', '32977', '32965', '32879', '32912', '32896', '32940', '33001', '33005', '33022', '33122', '33026', '33119', '33002', '33033', '33027', '33098', '33024', '32919', '33079', '33108', '33429', '32892', '32921', '32966', '33063', '32994', '33950', '32951', '32909', '32969', '32898', '33014', '32953', '33034', '33054', '33071', '33019', '32918', '34051', '33012', '33037', '32887', '33538', '33889', '32889', '33685', '33097', '32976', '32990', '32946', '32985', '32867', '33060', '33112', '32876', '33120', '32989', '33100', '33949', '32964', '32975', '32949', '32922', '33052', '32983', '32999', '33055', '33075', '33087', '32979', '33089', '33028', '33007', '33059', '33072', '33092', '34467', '33117', '33118', '33115', '33103', '34468', '33091', '32978', '32973', '33116', '33076', '33041', '33068', '33029', '33046', '33101', '33114', '32914', '33008', '33074', '32941', '33048', '33017', '32974', '34237', '33066', '34301', '34764', '33031', '33086', '34656', '32923', '33039', '33073', '33030', '32987', '33083', '32927', '32960', '32897', '32972', '33082', '33431', '32885', '32906', '32945', '33069', '32913', '34473', '32995', '33061', '32967', '33077', '32917', '33038', '33105', '33094', '33096', '33070', '32947', '33006', '33062', '32948', '33010', '33067', '32926', '32997', '32996', '33021', '33427', '32878', '33106', '33016', '32944', '32988', '33129', '32963', '33110', '33124', '33085', '34238', '33042', '33058', '33011', '32895', '33081', '34655', '32962', '33050', '34059', '33013', '33088', '32715', '32998', '33080', '33064', '32984', '32886', '33104', '32888', '32930', '34303', '32908', '33432', '34302', '32942', '32986', '33025', '33049', '33057', '32899', '33040', '32900', '32980', '32903', '33023', '33109', '32982', '33111', '33121', '32952', '33078', '32943', '33004', '33099', '33084', '33125', '33032', '32904', '33093', '32991', '33000', '33123', '32955']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14370,AzureFunctions,23-01-2025 14:55:33,February Push - AMADEUS,February Push - AMADEUS,1,"['33144', '33143']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.25,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14371,AzureFunctions,23-01-2025 14:55:33,February Push - Adventures Kuwait,February Push - Adventures Kuwait,1,"['34298', '33275']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,False,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14372,AzureFunctions,23-01-2025 14:55:34,February Push - AD TURISMO,February Push - AD TURISMO,1,['33367'],0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,0.1,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
14373,AzureFunctions,23-01-2025 14:55:34,February Push - 3 FULL STEPS ,February Push - 3 FULL STEPS ,1,"['33491', '34186', '34187']",0,0,,0,,0,0,,0,,0,,1,2025-02-01,2025-02-28,1,2025-01-24,2025-01-30,-0.5,False,True,0,0,,0,0,,0,,0,,0,0,0,0,0,0
